"交易序號","發票編號","類別名稱","商品名稱","數量","點單金額","客數","商品單位"
"20220920 17240001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220920 17240001","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220920 17240001","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220920 17350002","","Other Classic","Margarita",1,350,0,""
"20220920 17350002","","Classic Cocktail","Mojito",1,350,0,""
"20220920 17350002","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220920 17350002","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220920 17350002","","Other Classic","Gin Fizz",1,350,0,""
"20220920 17350003","","Signature Cocktail","雲初之上",1,400,0,"選擇追蹤單位"
"20220920 17350003","","Classic Cocktail","Aviation",1,350,0,""
"20220920 17350003","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220920 17350003","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220920 17350003","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220920 17350003","","Classic Cocktail","Side Car",1,350,0,""
"20220920 17350003","","Other Classic","Kamikaze",1,350,0,""
"20220920 17400004","","香菸","七星雙味晶球5毫克",1,125,0,"選擇追蹤單位"
"20220920 19290005","","香菸","雲斯頓呱旋風6毫克",1,100,0,"選擇追蹤單位"
"20220920 22450006","","Single Malt","The MACALLAN DOUBLE CASK 12yo",1,400,0,"選擇追蹤單位"
"20220920 22450006","","炸物","祥鳳雞翅",1,280,0,"選擇追蹤單位"
"20220920 22510007","","Other Classic","Daiquiri",1,320,0,""
"20220920 22550008","","炸物","轟炸雞軟骨",1,240,0,"選擇追蹤單位"
"20220920 22550008","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","O-壽星特調",1,0,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","會員生日禮",1,0,0,"選擇追蹤單位"
"20220920 22550008","","下酒菜","孜然霸王骨",1,240,0,"選擇追蹤單位"
"20220920 22550008","","Signature Cocktail","炙陽",1,380,0,"選擇追蹤單位"
"20220920 22550008","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220920 22550008","","滷味","自制滷豆干",1,0,0,"選擇追蹤單位"
"20220920 22550008","","Special及活動","Special Mocktail",1,300,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","會員生日禮",1,0,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","O-迎賓小點",1,0,0,"選擇追蹤單位"
"20220920 22550008","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220920 22550008","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220920 22550008","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","O-壽星特調",1,0,0,"選擇追蹤單位"
"20220920 22550008","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","黃金會員餐食兌換券",1,0,0,"選擇追蹤單位"
"20220920 22550008","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220920 22550008","","下酒菜","塔香菌菇炒蝦",1,380,0,"選擇追蹤單位"
"20220920 22550008","","Ocard兌換券","黃金會員入會禮兌換券",1,0,0,"選擇追蹤單位"
"20220920 22550008","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220920 22550008","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220920 22550008","","Special及活動","Special Mocktail",1,250,0,"選擇追蹤單位"
"20220921 17530002","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待Whisky Shot",36,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待Gin Shot",2,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待Rum Shot",2,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","員工喝Gin&Tonic",2,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待 Vodka Shot",6,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待Gin Shot",2,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220921 17530002","","招待","招待Tequila Shot",11,0,0,"選擇追蹤單位"
"20220921 18140003","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220921 18140003","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220921 18140003","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220921 18140003","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220921 18140003","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220921 18140003","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220921 18140003","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220921 18140003","","招待","招待Gin Shot",3,0,0,"選擇追蹤單位"
"20220921 18140003","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220921 18140003","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220921 18140003","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220921 18150004","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 18150004","","Gin","M By Mac Malden",1,450,0,"選擇追蹤單位"
"20220921 18150004","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220921 18150004","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 18150004","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 18150004","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220921 18150004","","下酒菜","麻辣鍋巴魚",1,300,0,"選擇追蹤單位"
"20220921 18150004","","炸物","酥炸廣島牡蠣",1,320,0,"選擇追蹤單位"
"20220921 18150004","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220921 18150004","","Other Classic","White Lady",1,350,0,""
"20220921 18490005","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220921 18490005","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220921 18490005","","炸物","祥鳳雞翅",1,280,0,"選擇追蹤單位"
"20220921 18490005","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220921 18490005","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220921 18490005","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220921 18580006","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220921 18580006","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220921 18580006","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220921 19310007","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 19310007","","Blended","ROYAL SALUTE 21yo 王者之鑽",1,550,0,"選擇追蹤單位"
"20220921 19310007","","特色餐點","烏金堅果乾酪燒",1,240,0,"選擇追蹤單位"
"20220921 19310007","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 19310007","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220921 19310007","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220921 19310007","","Blended","ROYAL SALUTE 21yo",1,500,0,"選擇追蹤單位"
"20220921 19310007","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 19310007","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220921 19310007","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220921 19310007","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220921 19310007","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220921 19310007","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 19310007","","醬料","蒜蓉朝天辣椒醬",1,0,0,"選擇追蹤單位"
"20220921 19310007","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 19310007","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220921 19310007","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220921 19310007","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220921 19310007","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220921 19310007","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220921 19310007","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220921 19310007","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 19310007","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220921 19470008","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220921 19470008","","Signature Cocktail","綠洲",1,400,0,"選擇追蹤單位"
"20220921 19520009","","招待","招待金鳳烏龍鮮奶茶",1,0,0,"選擇追蹤單位"
"20220921 19520009","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220921 20400010","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220921 20400010","","主食","手工高麗菜豬肉水餃",1,200,0,"選擇追蹤單位"
"20220921 20590012","","滷味","自制滷豆干",1,100,0,"選擇追蹤單位"
"20220921 20590012","","Beer","PERONI draft beer",3,750,0,"選擇追蹤單位"
"20220921 20590012","","開胃小點","臥龍三椒鳳爪",1,120,0,"選擇追蹤單位"
"20220921 20590012","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220921 20590012","","Special及活動","Special Cocktail",1,420,0,"選擇追蹤單位"
"20220921 21300013","","Shot","House Shot",6,600,0,"選擇追蹤單位"
"20220921 21310014","","招待","招待Gin Shot",3,0,0,"選擇追蹤單位"
"20220921 21310014","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220921 21310014","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220921 21420015","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220921 21420015","","Signature Cocktail","浮生若夢",1,400,0,"選擇追蹤單位"
"20220921 21420015","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220921 21420015","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220921 21420015","","Other Classic","Ramos Gin Fizz",1,500,0,"選擇追蹤單位"
"20220921 21420015","","Signature Cocktail","炙陽",1,380,0,"選擇追蹤單位"
"20220921 21420015","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220921 21420015","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220921 22250016","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 22250016","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 22250016","","Beer","PERONI draft beer",3,750,0,"選擇追蹤單位"
"20220921 22250016","","Special及活動","Special Cocktail",1,450,0,"選擇追蹤單位"
"20220921 22250016","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 22390017","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220921 22390017","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220921 22390017","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220921 22390017","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220921 22390017","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220921 22390017","","Signature Cocktail","炙陽",1,380,0,"選擇追蹤單位"
"20220922 00000019","","招待","招待伯爵鮮奶茶",1,0,0,""
"20220922 00000019","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220922 00000019","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220922 00000019","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220922 00120020","","Blended","ROYAL SALUTE 21yo",1,500,0,"選擇追蹤單位"
"20220922 00590022","","Beer","PERONI draft beer",2,500,0,"選擇追蹤單位"
"20220922 01380023","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220922 01380023","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220922 01380023","","Single Malt","The MACALLAN DOUBLE CASK 12yo",1,400,0,"選擇追蹤單位"
"20220922 02150001","","香菸","雲斯頓紫旋風",1,100,0,"選擇追蹤單位"
"20220922 16580002","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待 特調Shot",12,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待 Vodka Shot",3,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Gin Shot",3,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","員工喝Gin&Tonic",1,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Whisky Shot",8,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","員工喝Gin&Tonic",1,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Gin Shot",3,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Rum Shot",4,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","員工喝Gin&Tonic",1,0,0,"選擇追蹤單位"
"20220922 16580002","","招待","招待Tequila Shot",3,0,0,"選擇追蹤單位"
"20220922 17370004","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220922 17370004","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220922 17370004","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220922 17370004","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220922 17370004","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220922 17370004","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220922 17370004","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220922 17370004","","Signature Cocktail","浮生若夢",1,400,0,"選擇追蹤單位"
"20220922 17370004","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220922 17370005","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220922 17370005","","Soft Drink","Oolong Milk Tea I/H",1,220,0,"選擇追蹤單位"
"20220922 17370005","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220922 17370005","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220922 18240006","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220922 18240006","","甜點","冰心綠豆糕",1,120,0,"選擇追蹤單位"
"20220922 18240006","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220922 18240006","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220922 18240006","","特色餐點","芥末蘋果蝦球",1,340,0,"選擇追蹤單位"
"20220922 18240006","","Beer","PERONI draft beer",2,500,0,"選擇追蹤單位"
"20220922 18240006","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220922 18240006","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220922 18240006","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220922 18240006","","特色餐點","特製皮蛋豆腐",1,120,0,"選擇追蹤單位"
"20220922 21010007","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220922 21010007","","Special及活動","Special Cocktail",1,440,0,"選擇追蹤單位"
"20220922 21010007","","Gin","THE BOTANIST 22",1,450,0,"選擇追蹤單位"
"20220922 21010007","","Gin","EG Seaside",1,400,0,"選擇追蹤單位"
"20220922 22430008","","香菸","雲斯頓紫旋風",1,100,0,"選擇追蹤單位"
"20220922 22470009","","Other Classic","Long Island Iced Tea",1,380,0,""
"20220922 22470009","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220922 22470009","","Other Classic","Long Island Iced Tea",1,380,0,""
"20220922 22470009","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220922 22470009","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220923 00270010","","Signature Cocktail","The Macallan Highball",1,350,0,"選擇追蹤單位"
"20220923 00270010","","Classic Cocktail","Side Car",1,350,0,""
"20220923 02120001","","招待","招待Tequila Shot",14,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",5,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待 Vodka Shot",16,0,0,"選擇追蹤單位"
"20220923 02120001","","杯子","破杯費(大馬丁尼杯)",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Gin Shot",4,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",15,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Gin Shot",5,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220923 02120001","","醬料","蒜蓉朝天辣椒醬",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝Gin&Tonic",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",14,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Gin Shot",3,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝High Ball",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",7,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",12,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Gin Shot",2,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Tequila Shot",7,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","員工喝 Redbull",1,0,0,"選擇追蹤單位"
"20220923 02120001","","杯子","破杯費(小Shot杯)",1,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",3,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",4,0,0,"選擇追蹤單位"
"20220923 02120001","","招待","招待Whisky Shot",6,0,0,"選擇追蹤單位"
"20220923 17460015","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220923 17460015","","Classic Cocktail","God Father",1,350,0,""
"20220923 17460015","","過往活動及已下架產品","初夏 (PERONI仲夏限定特調)",1,400,0,"選擇追蹤單位"
"20220923 17460015","","炸物","太極雙醬薯條",1,220,0,"選擇追蹤單位"
"20220923 17460015","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220923 17460015","","Classic Cocktail","Mojito",1,350,0,""
"20220923 17460015","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220923 17460015","","Single Malt","THE BALVENIE CARIBBEAN CASK 14yo",1,450,0,"選擇追蹤單位"
"20220923 17460015","","Classic Cocktail","God Father",1,400,0,""
"20220923 17460015","","Single Malt","THE BALVENIE CARIBBEAN CASK 14yo",1,450,0,"選擇追蹤單位"
"20220923 17460015","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220923 17460017","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220923 17460017","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220923 17460017","","特色餐點","芥末蘋果蝦球",1,340,0,"選擇追蹤單位"
"20220923 17460017","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220923 17460017","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220923 17460017","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220923 17460018","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220923 17460018","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220923 17460018","","Signature Cocktail","浪子之琴",1,420,0,"選擇追蹤單位"
"20220923 17460018","","滷味","秘制滷味拼盤",1,360,0,"選擇追蹤單位"
"20220923 17460018","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220923 17460018","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220923 17460018","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220923 17460018","","炸物","吉祥炸物拼盤",1,450,0,"選擇追蹤單位"
"20220923 17460019","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220923 17460019","","Signature Cocktail","雲嫣",2,760,0,"選擇追蹤單位"
"20220923 17460020","","招待","招待Whisky Shot",5,0,0,"選擇追蹤單位"
"20220923 17460020","","Soft Drink","Cramberry Juice",1,120,0,"選擇追蹤單位"
"20220923 17460020","","滷味","自制滷豆干",1,100,0,"選擇追蹤單位"
"20220923 17460020","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220923 17460020","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220923 17460020","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220923 17460020","","特色餐點","芥末蘋果蝦球",1,340,0,"選擇追蹤單位"
"20220923 17460020","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220923 17460020","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220923 17460020","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220923 17460021","","主食","野菇櫻花蝦飯",1,250,0,"選擇追蹤單位"
"20220923 17460021","","招待","招待Whisky Shot",3,0,0,"選擇追蹤單位"
"20220923 17460021","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220923 17460021","","Signature Cocktail","尋根",1,400,0,"選擇追蹤單位"
"20220923 17460021","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220923 17460021","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220923 17460021","","Classic Cocktail","God Father",1,350,0,""
"20220923 17460021","","滷味","香滷牛三寶拼盤",1,380,0,"選擇追蹤單位"
"20220923 17460021","","炸物","酥炸廣島牡蠣",1,320,0,"選擇追蹤單位"
"20220923 17460021","","Special及活動","Special Cocktail",1,400,0,"選擇追蹤單位"
"20220923 17460021","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220923 17460021","","開胃小點","臥龍三椒鳳爪",1,120,0,"選擇追蹤單位"
"20220923 17460021","","特色餐點","芥末蘋果蝦球",1,340,0,"選擇追蹤單位"
"20220923 17460021","","醬料","蒜蓉朝天辣椒醬",1,0,0,"選擇追蹤單位"
"20220923 17460022","","Beer","PERONI draft beer",1,250,0,"選擇追蹤單位"
"20220923 17460022","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220923 17460022","","Special及活動","Special Cocktail",1,450,0,"選擇追蹤單位"
"20220923 17460022","","炸物","酥炸廣島牡蠣",1,320,0,"選擇追蹤單位"
"20220923 17460022","","開胃小點","酸辣土豆絲",1,80,0,"選擇追蹤單位"
"20220923 17460022","","特色餐點","芥末蘋果蝦球",1,340,0,"選擇追蹤單位"
"20220923 17460022","","主食","干貝雞汁拌麵",1,260,0,"選擇追蹤單位"
"20220923 17460022","","湯物","番茄豚肉湯",1,320,0,"選擇追蹤單位"
"20220923 17460023","","甜點","黑金流沙包",1,120,0,"選擇追蹤單位"
"20220923 17460023","","Signature Cocktail","琥珀",1,380,0,"選擇追蹤單位"
"20220923 17460023","","主食","香辣干燒蝦拌麵",1,260,0,"選擇追蹤單位"
"20220923 17460023","","Special及活動","土豪蕉普通卡兌換券",1,0,0,"選擇追蹤單位"
"20220923 17460023","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220923 17460023","","特色餐點","黑白無腸",1,180,0,"選擇追蹤單位"
"20220923 17460023","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220923 17460023","","過往活動及已下架產品","隱藏特調香香蕉",1,0,0,"選擇追蹤單位"
"20220923 17460023","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220923 17460025","","炸物","可樂果炸雞",1,320,0,"選擇追蹤單位"
"20220923 17460025","","Signature Cocktail","山海關",1,420,0,"選擇追蹤單位"
"20220923 17460025","","Soft Drink","Honey Lemon Water",1,150,0,"選擇追蹤單位"
"20220923 17460025","","下酒菜","油潑香辣腱子肉",1,240,0,"選擇追蹤單位"
"20220923 17460025","","Special及活動","Special Cocktail",1,380,0,"選擇追蹤單位"
"20220923 17460025","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220923 17460025","","下酒菜","松阪豬炒水蓮",1,220,0,"選擇追蹤單位"
"20220923 17460025","","Signature Cocktail","西方世界",1,400,0,"選擇追蹤單位"
"20220923 17470027","","Classic Cocktail","God Father",1,350,0,""
"20220923 17470027","","Signature Cocktail","哈庫那瑪塔塔",1,420,0,"選擇追蹤單位"
"20220923 17470027","","特色餐點","蒜酥黃金魚皮",1,220,0,"選擇追蹤單位"
"20220923 17470027","","Other Classic","Long Island Iced Tea",1,380,0,""
"20220923 17470027","","下酒菜","塔香菌菇炒蝦",1,380,0,"選擇追蹤單位"
"20220923 17470027","","Signature Cocktail","龍柏",1,400,0,"選擇追蹤單位"
"20220923 17470027","","下酒菜","孜然霸王骨",2,480,0,"選擇追蹤單位"
"20220923 17470027","","Signature Cocktail","雲嫣",1,380,0,"選擇追蹤單位"
"20220923 17470027","","Special及活動","主廚限定餐點",1,320,0,"選擇追蹤單位"
"20220923 17470027","","湯物","酒蒸蛤蠣",1,320,0,"選擇追蹤單位"
"20220923 17470027","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220923 17470027","","特色餐點","芥末蘋果蝦球",1,340,0,"選擇追蹤單位"
"20220923 17470027","","下酒菜","麻辣鍋巴魚",1,300,0,"選擇追蹤單位"
"20220923 17470027","","滷味","香滷牛三寶拼盤",1,380,0,"選擇追蹤單位"
"20220923 17470027","","Signature Cocktail","東方美人",1,420,0,"選擇追蹤單位"
"20220923 17470027","","特色餐點","黑白無腸",1,180,0,"選擇追蹤單位"
"20220923 17470027","","Classic Cocktail","Gin  Tonic",2,640,0,"選擇追蹤單位"
"20220923 17470027","","Signature Cocktail","白霜",1,380,0,"選擇追蹤單位"
"20220923 17470027","","Soft Drink","Earl Grey Milk Tea I/H",1,220,0,"選擇追蹤單位"
